stock_id,stock_name,signal_date,entry_date,entry_price,exit_date,exit_price,holding_days,exit_reason,return_pct,exit_fraction,exit_shares,is_partial_exit
1785,,2018-06-06,2018-06-06,18.765356063842773,2018-06-26,17.46839714050293,13,stop_loss,-0.06911453845732422,1.0,5328.0,False
1785,,2020-09-15,2020-09-15,37.605129523184914,2021-04-20,48.11970138549805,140,max_holding_period,0.2796047240265592,1.0,10634.0,False
2015,,2021-06-25,2021-06-25,61.79573322644362,2022-01-13,66.9131851196289,140,max_holding_period,0.0828123824412431,1.0,4853.0,False
8299,,2019-06-20,2019-06-20,204.4263916015625,2019-09-27,209.4410858154297,68,profit_protection,0.024530561707712784,1.0,489.0,False
8299,,2021-06-11,2021-06-11,384.4790344238281,2021-09-15,331.47369384765625,67,stop_loss,-0.13786275929350614,1.0,260.0,False
3481,,2017-04-06,2017-04-06,11.447455485647268,2017-10-27,11.155374526977539,140,max_holding_period,-0.025514924171221955,1.0,43676.0,False
6168,,2018-02-01,2018-02-01,15.164970397949219,2018-02-06,13.155156135559082,3,stop_loss,-0.13253004850322206,1.0,6594.0,False
6168,,2018-03-29,2018-03-29,15.311141014099121,2018-08-13,11.693472862243652,92,stop_loss,-0.23627684889873152,1.0,6531.0,False
6168,,2021-02-25,2021-02-25,15.438798969504107,2021-05-05,16.431243896484375,44,profit_protection,0.06428252151871532,1.0,12953.0,False
6168,,2021-06-04,2021-06-04,17.432126998901367,2021-07-30,24.10471534729004,39,profit_protection,0.38277534054273477,1.0,5736.0,False
4991,,2018-01-26,2018-01-26,83.36447143554688,2018-02-06,73.79334259033203,7,stop_loss,-0.11481064631489625,1.0,1199.0,False
4991,,2019-12-12,2019-12-12,69.45627599824175,2020-01-30,62.13790512084961,27,stop_loss,-0.1053665888677562,1.0,2879.0,False
2913,,2021-06-22,2021-06-22,20.549999237060547,2021-08-16,19.0,39,stop_loss,-0.07542575642850766,1.0,4866.0,False
2637,,2022-05-03,2022-05-03,70.99591827392578,2022-06-20,57.5121955871582,33,stop_loss,-0.1899225056114199,1.0,1408.0,False
6462,,2017-01-13,2017-01-13,181.9767303466797,2017-03-23,167.22186279296875,41,stop_loss,-0.08108106748374794,1.0,549.0,False
6462,,2019-06-20,2019-06-20,174.45578002929688,2019-08-05,158.25820922851562,32,stop_loss,-0.09284628344249267,1.0,573.0,False
5222,,2021-09-13,2021-09-13,113.31083488464355,2022-01-14,113.26180267333984,85,profit_protection,-0.0004327230608937648,1.0,1764.0,False
6432,,2020-03-05,2020-03-05,25.89918327331543,2020-03-09,23.132505416870117,2,stop_loss,-0.10682490745937495,1.0,3861.0,False
6432,,2020-11-16,2020-11-16,29.942081451416016,2021-05-05,31.146183013916016,109,profit_protection,0.04021435732361405,1.0,3339.0,False
6432,,2021-07-02,2021-07-02,34.878910064697266,2021-09-06,29.55000877380371,46,stop_loss,-0.15278290752230841,1.0,2867.0,False
6491,,2019-05-28,2019-05-28,193.6404766506619,2019-08-08,173.37115478515625,51,stop_loss,-0.104675025676954,1.0,1548.0,False
6491,,2020-10-12,2020-10-12,182.60653686523438,2021-01-20,206.48245239257812,71,profit_protection,0.13075060694549198,1.0,547.0,False
6491,,2021-02-22,2021-02-22,239.20127868652344,2021-05-17,342.2214660644531,55,profit_protection,0.430684099782506,1.0,418.0,False
6491,,2021-08-27,2021-08-27,475.60528564453125,2021-12-10,368.9732971191406,72,stop_loss,-0.224202698632512,1.0,210.0,False
3268,,2021-06-30,2021-06-30,31.30207633972168,2021-07-28,34.7286376953125,20,profit_protection,0.10946754197396757,1.0,3194.0,False
3645,,2018-03-16,2018-03-16,65.96829986572266,2018-03-23,58.32564163208008,5,stop_loss,-0.11585349704629463,1.0,1515.0,False
